MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1518777,2013,Hazard Job #6,Kentucky (East),Perry,Permanently abandoned,Surface,Independent Producer Operator,Mine only,B & W Resources Inc.,"300 Liperote Way, London, KY 40741", ,Appalachia Central,8810,3,2774,9.083642718930225
1518781,2013,Chavies Job #7,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,385229,49,117533,12.861593241638232
1518966,2013,East Mac & Nellie,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701", ,Appalachia Central,1148184,110,246175,13.953692121764028
1518978,2013,Buckeye Highwall Miner,Kentucky (East),Perry,Temporarily closed,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,164140,10,23502,12.008475001183703
1519015,2013,E4-2,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,895609,158,386188,13.70525921278532
1519255,2013,Montgomery Creek,Kentucky (East),Perry,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,264514,47,105036,12.485649458936456
1519419,2013,Noble Mine #2,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 83, Bulan, KY 41722", ,Appalachia Central,31546,12,21600,10.359202077047419
1519542,2013,Bear Branch Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,264061,17,44599,12.483935416044122
1519598,2013,Poundmill Mine No 90,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,298440,42,85253,12.60632418658545
1519638,2013,Ben's Branch Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,413575,22,63834,12.932594155475217
1508079,2013,Mine No 3,Kentucky (East),Pike,Permanently abandoned,Underground,Contractor,Mine only,Excel Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,278539,154,223183,12.537313364452006
1515215,2013,#3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Pike Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,45051,20,32906,10.71555046034839
1516855,2013,Stonecoal,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Coal Mining, Inc.","Box 345 Fisher Hollow, Printer, KY 41655", ,Appalachia Central,5893,8,4748,8.681520484837913
1517789,2013,No 3,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,22800,5,7190,10.034515814942532
1517799,2013,S-4 Netley Branch,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,24345,24,10624,10.100081768616802
1517941,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,296498,45,115270,12.599795752034604
1517979,2013,Mine No. 8,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,"Woodman Three Mine, Inc.","2412 Feds Creek Road, Steele, KY 41566", ,Appalachia Central,61149,13,35196,11.02106878775184
1518015,2013,Bent Mtn,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,179401,43,99410,12.097378802727306
1518025,2013,S-15 Flag Knob,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","76 George Rd, Betsy Layne, KY 41605", ,Appalachia Central,23602,3,3954,10.069086733185694
1518029,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,56676,7,19087,10.945106119684118
1518040,2013,No. 6,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,445611,58,165245,13.007201653107398
1518280,2013,S-1 Hunts Branch,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,378157,36,102724,12.843064732285661
1518363,2013,Bevins Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,366025,72,175436,12.810456916061684
1518369,2013,Black Pearl Mining Inc No 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Black Pearl Mining Inc,"290 Big Shelby Creek, Jenkins, KY 41537", ,Appalachia Central,8597,8,10015,9.059168584174444
1518381,2013,Taylor Fork Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,370986,63,142066,12.8239196050285
1518436,2013,Mine No. 1,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Ranger Contracting,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,18373,10,8559,9.818637474619734
1518570,2013,Bevins Branch #1,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,323293,48,121971,12.68631431176245
1518626,2013,Mine No. 2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Hubble Mining Company, Llc","P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,24715,8,18981,10.11516562574106
1518713,2013,No 009,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"24044 State Hwy 194 East, Fedscreek, KY 41524", ,Appalachia Central,59876,8,20516,11.000031036035127
1518721,2013,Mine #23,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Long Fork Road, Kimper, KY 41539", ,Appalachia Central,448883,87,175614,13.01451755370318
1518775,2013,Mine #15,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Longfork Rd, Kimper, KY 41539", ,Appalachia Central,337460,106,225376,12.72920226375233
1518784,2013,Job #45,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Ky Highway 610 W, Jenkins, KY 41537", ,Appalachia Central,151054,37,67612,11.925392667761779
1518823,2013,Job #42,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,400510,40,105378,12.90049401396785
1518911,2013,Mine #28,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,330069,58,171750,12.707057002495297
1518914,2013,Highwall Miner #1,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749", ,Appalachia Central,67591,12,15486,11.121230117072985
1518943,2013,Mine No 5,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,84998,15,35686,11.350383005783868
1518946,2013,Job #49,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,Premier Elkhorn Coal Company,"Highway 610, Myra, KY 41549", ,Appalachia Central,152291,29,67472,11.93354844324351
1519021,2013,Long Fork Mine,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Rhyno Corp Llc,"125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,12005,4,1633,9.393078508655353
1519039,2013,Coal Hollow Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Williams Bros. Coal Co., Inc.","258 Cantrell Road, Mouth Card, KY 41548", ,Appalachia Central,91118,19,28782,11.419910648802041
1519094,2013,Center Creek Mine,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,C S & S Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,80416,16,40477,11.294968440343318
1519097,2013,Process Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,766591,133,302630,13.549708691708359
1519140,2013,Auger No 1  Sn #11,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mill Branch Processing Inc,"P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,2245,1,163,7.716460800176355
1519145,2013,No 8,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,118676,13,34819,11.68415236975857
1519153,2013,#1 Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Dynasty Mining Inc.,"1368 Powells Creek, Pikeville, KY 41501", ,Appalachia Central,70039,15,32978,11.15680750874218
1519167,2013,S-10,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,399069,29,83656,12.896889613251755
1519180,2013,M3 Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,316117,52,115783,12.663867677206818
1519196,2013,#1,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Freedom Coal, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,6884,9,6681,8.83695515733143
1519199,2013,S-4 Calloway North,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,42712,13,28954,10.662235190180022
1519208,2013,# 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Inspiration Resources Inc.,"P.O. Box 431, Hardy, KY 41531", ,Appalachia Central,59223,14,19376,10.989065258933778
1519280,2013,No 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656", ,Appalachia Central,112379,27,41962,11.629632366246103
1519325,2013,Mine No. 7,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Clas Coal Company Inc.,"P.O. Box 643, Elkhorn City, KY 41522", ,Appalachia Central,101222,37,87432,11.525071403513785
1519359,2013,Bear Branch Mine Auger No. 1,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Hard Rock Energy, Llc","P.O. Box 887, Elkhorn City, KY 41522", ,Appalachia Central,1100,3,280,7.003065458786462
1519371,2013,# 8,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Pia Company, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,79479,15,15541,11.283248114805021
1519396,2013,Persimmon #1,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining,"23956 State  Highway 194e, Feds Creek, KY 41524", ,Appalachia Central,48246,8,13901,10.784068201776204
1519433,2013,Eagle 2,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Jet Coal Company Inc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,129212,22,58601,11.769209745274594
1519451,2013,S-9 Findlay Br,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,232611,25,46319,12.357122809436026
1519461,2013,Surface #1,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Augustus Augering And Contract,"P.O. Box 203, Lowmansville, KY 41232", ,Appalachia Central,6800,4,2880,8.824677891164198
1519475,2013,Beech Creek Surface Mine,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,114647,32,71940,11.649613121349718
1519501,2013,Mine No 11,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,275719,74,161505,12.527137510125174
1519515,2013,Mine #4,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc.","4126 State Hwy, Pikeville, KY 41501", ,Appalachia Central,1039510,184,389709,13.854260006243553
1519534,2013,Eagle 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,New Jet Llc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,230096,42,92135,12.34625189212616
1519541,2013,7-E,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Dags Branch Coal Co, Inc.","P.O. Box 159, Fedscreek, KY 41524", ,Appalachia Central,50108,15,33564,10.821935954964083
1519544,2013,No 9,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,187552,28,71211,12.141811419276156
1519604,2013,Beaver Mine No. 1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Mill Branch Processing, Inc.","P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,48125,10,14113,10.781557071590086
1519622,2013,Job 51,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,302034,42,103423,12.618294872801497
1519689,2013,No 24,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Cw Augering Inc,"24044 State Highway  194, Fedscreek, KY 41524", ,Appalachia Central,81027,7,19811,11.302537711444696
1519710,2013,E-2 Hurricane,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Cheyenne Mining, Inc.","P.O. Box 1500, Pikeville, KY 41502", ,Appalachia Central,6317,9,4722,8.7509996908987
1519711,2013,Pegs Branch #2,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Mountain Reclamation And Const,"P.O. Box 1091, Phelps, KY 41553", ,Appalachia Central,3966,6,3678,8.285513309079741
1519722,2013,No. 11 Allen Branch Job,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","7567 Upper Johns Creek Rd., Phelps, KY 41553", ,Appalachia Central,1335,2,242,7.19668657083435
4407293,2013,H-3,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,90613,9,26441,11.414352969596392
1518843,2013,Line Creek No. 1,Kentucky (East),Rockcastle,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Co.,"30 Jamieson Lane, London, KY 40744", ,Appalachia Central,13441,5,8719,9.506065016071148
1502709,2013,Highland 9 Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,Highland Mining Company Llc,"530 French Rd, Waverly, KY 42462",UNIT,Illinois Basin,2931435,425,989532,14.89100262219158
1518335,2013,Dodge Hill Mine #1,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Dodge Hill Mining Company Llc,"P.O. Box 165, Sturgis, KY 42459", ,Illinois Basin,1023871,184,462139,13.839101100083376
1519374,2013,River View Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462", ,Illinois Basin,9310310,587,1468688,16.04663294622844
1518547,2013,Onton #9,Kentucky (West),Webster,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sebree Mining Llc,"3603 St Rt 370 E, Sebree, KY 42455", ,Illinois Basin,2367700,300,823616,14.677429577771091
1519572,2013,Mobile Auger #3 Unit 57,Kentucky (West),Webster,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Valley Mining, Inc.","P.O. Box 152, Uhrichsville, OH 44683", ,Illinois Basin,8832,2,773,9.086136768516877
1519599,2013,Wynn/Diamond Mine,Kentucky (West),Webster,Active,Surface,Independent Producer Operator,Mine only,Winn Energy Llc,"8390 Hwy 140 West, Calhoun, KY 42327", ,Illinois Basin,29031,4,6346,10.276119503549053
1519701,2013,Wynn / Diamond Mine,Kentucky (West),Webster,Active,Surface,Independent Producer Operator,Mine only,"Highwall Mining, Llc","P.O. Box 2303, Pikeville, KY 41501", ,Illinois Basin,9595,2,500,9.1689974084418
1517871,2013,Ghm #40,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743", ,Appalachia Central,33439,2,3840,10.417478162445276
1518466,2013,F-M #4,Kentucky (East),Whitley,Active,Underground,Contractor,Mine only,F-M Coal Corp,"P.O. Box 1733, Corbin, KY 40702", ,Appalachia Central,117576,22,55339,11.67484021198652
1518716,2013,Hatfield Gap Surface Mine,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal Co,"7692 S. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,65946,24,46866,11.096591504296955
1518819,2013,Shm-35 (Lick Fork),Kentucky (East),Whitley,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 1469, Pikeville, KY 41502", ,Appalachia Central,59172,8,7971,10.988203736012126
1519002,2013,Josie Mine #2,Kentucky (East),Whitley,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,American Highwall Mining Llc,"P.O. Box 1539, Chilhowie, VA 24319", ,Appalachia Central,7245,9,17350,8.888066854754783
1519594,2013,Job #2,Kentucky (East),Whitley,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Fraziernantz Llc,"239 Ellen Lane, Gray, KY 40734", ,Appalachia Central,8945,4,1841,9.09884999594282
1519614,2013,Maple Creek Mine #1,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W. Cumberland Gap Pkw., Corbin, KY 40701", ,Appalachia Central,64648,21,48468,11.076712447913284
1519668,2013,Jellico Creek Job,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,111242,39,104099,11.61946328733047
1519687,2013,Mulberry Mine #1,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W Cumberland Gap Parkway, Corbin, KY 40701", ,Appalachia Central,28646,14,23116,10.262769096339811
1601031,2013,Dolet Hills Lignite Company,Louisiana,De Soto,Active,Surface,Operating Subsidiary,Mine only,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052", ,Interior,2715366,262,577707,14.81443730889441
1601499,2013,Five Forks Mine,Louisiana,Natchitoches,Active,Surface,Operating Subsidiary,Mine only,Demery Resources Com,"839 Five Forks Road, Saline, LA 71070", ,Interior,94405,18,38458,11.455349316832633
1800133,2013,Cabin Run,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Mt. Lake Park, MD 21550", ,Appalachia Northern,483904,65,133678,13.089641818917942
1800170,2013,Jackson Mountain,Maryland,Allegany,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Oakland, MD 21550", ,Appalachia Northern,62244,16,52711,11.0388174241394
1800391,2013,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Beechwood Coal Llc,"19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,85470,15,35310,11.355920716160064
1800529,2013,Cobra No 1,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521", ,Appalachia Northern,25230,8,16901,10.135789041635103
1800713,2013,Job #3,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521", ,Appalachia Northern,237781,42,98982,12.379105360971865
1800744,2013,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"21557 Maryland Highway, Bloomington, MD 21523", ,Appalachia Northern,3347,2,1320,8.115819701211327
1800748,2013,Taylor # 1,Maryland,Allegany,Active,Underground,Independent Producer Operator,Mine only,Arj Construction Company Inc,"P.O. Box 886, Lewisburg, WV 24901", ,Appalachia Northern,315247,62,104481,12.661111737524948
1800752,2013,Federal Hill Mine,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,63680,7,16320,11.061625820518264
1800760,2013,No. 1 Mine,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Ritchie Trucking & Excavating,","19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,71159,6,12541,11.172672088842356
1800769,2013,Carlos Surface,Maryland,Allegany,Temporarily closed,Surface,Independent Producer Operator,Mine only,Vindex Energy Corporation,"265 Glass Drive, Mountain Lake, MD 21550", ,Appalachia Northern,3795,2,497,8.24143968982973
1800776,2013,No. 1 Surface,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Walker Brothers Mining, Inc.","P.O. Box 583, Midlothian, MD 21543", ,Appalachia Northern,40354,10,20183,10.605445801374623
1800777,2013,Jackson,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,C & S  Coal Llc,"15400 Blacksmith Lane, Lonaconing, MD 21539", ,Appalachia Northern,4557,3,4298,8.424419791263883
1800372,2013,No 1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"P.O. Box 185, Bloomington, MD 21523", ,Appalachia Northern,77916,16,27447,11.263386602296487
1800630,2013,#1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Pine Mountain Coal Company, In","15615 Raynor Hill Drive Sw, Frostburg, MD 21532", ,Appalachia Northern,6459,6,8473,8.773229786032473
1800756,2013,Laoc Strip #1,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Laoc Corporation,"3388 George Washington Hwy, Oakland, MD 21550", ,Appalachia Northern,12347,1,1640,9.421168397567744
1800761,2013,Steyer Ii,Maryland,Garrett,"Active, men working, not producing",Underground,Contractor,Mine only,Steyer Fuel Mining Co Inc,"P.O. Box 549, Dellslow, WV 26531", ,Appalachia Northern,106686,32,64616,11.577645219684003
1800765,2013,No. 1 Surface,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Savage Mountain Minerals, Inc.","19606 Sugar Maple Road Sw, Barton, MD 21521", ,Appalachia Northern,56190,12,27122,10.936494084106243
1800770,2013,Kelly Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Wpo, Inc","145 Meadow Street, Somerset, PA 15501", ,Appalachia Northern,6341,4,2755,8.754791763700032
1800780,2013,Casselman Mine,Maryland,Garrett,Active,Underground,Independent Producer Operator,Mine only,"Maryland Energy Resources, Llc","609 Georgian Place, Somerset, PA 15501", ,Appalachia Northern,248522,51,108291,12.423286651787288
1800790,2013,Wolf Den Run Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Vindex Energy Corporation,"265 Glass Street, Mountain Lake, MD 21550", ,Appalachia Northern,6734,2,846,8.814924599721019
4609053,2013,Auger 3,Maryland,Garrett,Temporarily closed,Surface,Independent Producer Operator,Mine only,West Virginia Industrial Servi,"2005 Webster Road, Summersville, WV 26651", ,Appalachia Northern,7328,4,4725,8.899457906353966
2200690,2013,Red Hills Mine,Mississippi,Choctaw,Active,Surface,Operating Subsidiary,Mine only,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735", ,Interior,3323478,217,446450,15.016522382914259
2200803,2013,Liberty Mine,Mississippi,Kemper,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Liberty Fuels Company Llc,"4707 Hwy 493, Dekalb, MS 39328", ,Interior,251591,92,195751,12.43556003210344
2302262,2013,Hume #1,Missouri,Bates,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210", ,Interior,413703,24,62982,12.932903604054827
2400839,2013,Decker Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Decker Coal Company,"P.O. Box 12, Decker, MT 59025",United Mine Workers of America,Powder River Basin,3121820,101,190848,14.953926723046246
2400910,2013,Absaloka Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Resources Inc.,"P.O. Box 449, Hardin, MT 59034",INTE,Powder River Basin,4168748,146,300523,15.243126308885836
2401457,2013,Spring Creek Coal Company,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine only,Spring Creek Coal Llc,"P.O. Box 67, Decker, MT 59025", ,Powder River Basin,17669717,267,556967,16.687362828321557
2401950,2013,Bull Mountains Mine No 1,Montana,Musselshell,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Signal Peak Energy Llc,"100 Portal Dr, Roundup, MT 59072", ,Western,8682884,333,734127,15.976864289515563
2400106,2013,Savage Mine,Montana,Richland,Active,Surface,Operating Subsidiary,Mine only,Westmoreland Savage Corporatio,"P.O. Box 30, Savage, MT 59262",International Union of Operation Engineers,Western,354184,14,26942,12.777571831091489
2401747,2013,Rosebud Mine&crusher/Conveyor,Montana,Rosebud,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Energy Company,"P.O. Box 99, Colstrip, MT 59323",International Union of Operation Engineers,Powder River Basin,8234130,386,719646,15.923798269382642
2901879,2013,Lee Ranch Coal Mine,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020", ,Western,19395,26,56640,9.872770579874068
2902257,2013,El Segundo,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020", ,Western,8676276,352,734927,15.976102962317796
2900097,2013,Navajo Mine,New Mexico,San Juan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Bhp Billiton Mine Management C,"P.O. Box 1717, Fruitland, NM 87416",International Union of Operation Engineers,Western,7283590,416,883720,15.80113443049144
2902170,2013,San Juan Mine 1,New Mexico,San Juan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,San Juan Coal Company,"P.O. Box 561, Waterflow, NM 87421",INTE,Western,5989380,492,1016385,15.60549845889146
